#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"candidate division SR1 bacterium RAAC1_SR1_1","Bacteria;unclassified Bacteria;Bacteria candidate phyla","RAAC1_SR1_1","SAMN00998488","PRJNA217185","GCA_000503875.1","Complete",1.17776,31.1,"chromosome:CP006913.1",,1,1059,"2013-12-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/503/875/GCA_000503875.1_ASM50387v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/503/875/GCF_000503875.1_ASM50387v1"
"candidate division WWE3 bacterium RAAC2_WWE3_1","Bacteria;unclassified Bacteria;Bacteria candidate phyla","RAAC2_WWE3_1","SAMN00998488","PRJNA217183","GCA_000503835.1","Complete",0.878109,43.2,"chromosome:CP006914.1",,1,871,"2013-12-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/503/835/GCA_000503835.1_ASM50383v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/503/835/GCF_000503835.1_ASM50383v1"
"Candidatus Aminicenans sakinawicola JGI OTU-1","Bacteria;unclassified Bacteria;Bacteria candidate phyla","JGI OTU-1","SAMN02441763","PRJNA213357","GCA_000493965.1","Contig",2.91363,39.3,,"AWNV01",134,0,"2013-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/493/965/GCA_000493965.1_Aminicenantes_bacterium_OTU_1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/965/GCF_000493965.1_Aminicenantes_bacterium_OTU_1"
"Aminicenantes bacterium JGI OTU-2","Bacteria;unclassified Bacteria;Bacteria candidate phyla","JGI OTU-2","SAMN02441772","PRJNA213449","GCA_000493985.1","Contig",2.40569,39.1,,"AWNU01",184,0,"2013-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/493/985/GCA_000493985.1_Aminicenantes_bacterium_OTU_2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/985/GCF_000493985.1_Aminicenantes_bacterium_OTU_2"
"Candidatus Calescibacterium nevadense OTU 1","Bacteria;unclassified Bacteria;Bacteria candidate phyla","JGI OTU-1","SAMN02441764","PRJNA213355","GCA_000494225.1","Contig",2.3179,34.2,,"AWOA01",146,0,"2013-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/494/225/GCA_000494225.1_Calescamantes_bacterium_OTU_1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/494/225/GCF_000494225.1_Calescamantes_bacterium_OTU_1"
"Candidatus Fervidibacter sacchari JGI OTU-1","Bacteria;unclassified Bacteria;Bacteria candidate phyla","JGI OTU-1","SAMN02441768","PRJNA213354","GCA_000494245.1","Contig",1.53686,50.7,,"AWNZ01",150,0,"2013-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/494/245/GCA_000494245.1_Fervidibacteria_bacterium_OTU_1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/494/245/GCF_000494245.1_Fervidibacteria_bacterium_OTU_1"
"Atribacteria bacterium JGI OTU-1","Bacteria;unclassified Bacteria;Bacteria candidate phyla","JGI OTU-1","SAMN02441774","PRJNA213356","GCA_000494265.1","Contig",2.09142,34.5,,"AWNT01",153,0,"2013-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/494/265/GCA_000494265.1_Atribacteria_bacterium_OTU_1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/494/265/GCF_000494265.1_Atribacteria_bacterium_OTU_1"
"Candidatus Caldatribacterium saccharofermentans OP9-77CS","Bacteria;unclassified Bacteria;Bacteria candidate phyla","","SAMN02471906","PRJNA179321","GCA_000347575.1","Contig",2.25236,55.8,,"APCU01",306,0,"2013-03-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/575/GCA_000347575.1_77CS_OP9_bin","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/347/575/GCF_000347575.1_77CS_OP9_bin"
"Candidatus Caldatribacterium californiense OP9-cSCG","Bacteria;unclassified Bacteria;Bacteria candidate phyla","OP9-cSCG","SAMN01797434","PRJNA178520","GCA_000353875.1","Contig",2.08053,55.5,,"APKF01",470,0,"2013-04-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/353/875/GCA_000353875.1__Ca._Caldatribacterium_californiense_","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/353/875/GCF_000353875.1__Ca._Caldatribacterium_californiense_"
"Fervidibacteria bacterium SCGC AAA471-D06","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA471-D06","SAMN02441045","PRJNA192286","GCA_000380725.1","Contig",2.09435,50.8,,"AQYN01",279,0,"2013-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/725/GCA_000380725.1_ASM38072v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/380/725/GCF_000380725.1_ASM38072v1"
"Candidatus Microgenomatus auricola SCGC AAA011-E14","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA011-E14","SAMN02441729","PRJNA192345","GCA_000380825.1","Contig",0.508619,34.9,,"AQYS01",16,0,"2013-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/825/GCA_000380825.1_ASM38082v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/380/825/GCF_000380825.1_ASM38082v1"
"Parcubacteria bacterium SCGC AAA011-A08","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA011-A08","SAMN02441047","PRJNA192356","GCA_000380845.1","Contig",0.388659,37.5,,"AQYT01",28,0,"2013-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/845/GCA_000380845.1_ASM38084v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/380/845/GCF_000380845.1_ASM38084v1"
"Parcubacteria bacterium SCGC AAA011-J21","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA011-J21","SAMN02440423","PRJNA192359","GCA_000380885.1","Contig",0.505716,43.2,,"AQYV01",30,0,"2013-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/885/GCA_000380885.1_ASM38088v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/380/885/GCF_000380885.1_ASM38088v1"
"Atribacteria bacterium SCGC AAA252-M02","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA252-M02","SAMN02441048","PRJNA192398","GCA_000380925.1","Contig",2.19691,34.6,,"AQYX01",183,0,"2013-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/925/GCA_000380925.1_ASM38092v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/380/925/GCF_000380925.1_ASM38092v1"
"BRC1 bacterium SCGC AAA252-M09","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA252-M09","SAMN02440521","PRJNA192400","GCA_000399785.1","Contig",1.17425,57.7,,"ASKJ01",113,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/399/785/GCA_000399785.1_ASM39978v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/399/785/GCF_000399785.1_ASM39978v1"
"Fervidibacteria bacterium JGI 0000001-D5","Bacteria;unclassified Bacteria;Bacteria candidate phyla","JGI 0000001-D5","SAMN02440522","PRJNA192302","GCA_000397785.1","Contig",0.586165,50.4,,"ASKK01",46,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/397/785/GCA_000397785.1_ASM39778v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/397/785/GCF_000397785.1_ASM39778v1"
"Fervidibacteria bacterium JGI 0000001-G10","Bacteria;unclassified Bacteria;Bacteria candidate phyla","JGI 0000001-G10","SAMN02440954","PRJNA192303","GCA_000397765.1","Contig",1.01389,50.7,,"ASKL01",94,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/397/765/GCA_000397765.1_ASM39776v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/397/765/GCF_000397765.1_ASM39776v1"
"Parcubacteria bacterium SCGC AAA036-E14","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA036-E14","SAMN02440523","PRJNA192342","GCA_000397945.1","Contig",0.530689,32.4,,"ASKT01",53,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/397/945/GCA_000397945.1_ASM39794v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/397/945/GCF_000397945.1_ASM39794v1"
"Parcubacteria bacterium SCGC AAA040-L21","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA040-L21","SAMN02441285","PRJNA192343","GCA_000397965.1","Contig",0.217827,41.7,,"ASKU01",22,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/397/965/GCA_000397965.1_ASM39796v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/397/965/GCF_000397965.1_ASM39796v1"
"Parcubacteria bacterium SCGC AAA011-A09","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA011-A09","SAMN02441286","PRJNA192358","GCA_000397985.1","Contig",0.524065,42.7,,"ASKV01",16,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/397/985/GCA_000397985.1_ASM39798v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/397/985/GCF_000397985.1_ASM39798v1"
"Parcubacteria bacterium SCGC AAA010-E09","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA010-E09","SAMN02440957","PRJNA192366","GCA_000398005.1","Contig",0.375352,43,,"ASKW01",28,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/005/GCA_000398005.1_ASM39800v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/005/GCF_000398005.1_ASM39800v1"
"Candidatus Paceibacter normanii SCGC AAA255-P19","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA255-P19","SAMN02440524","PRJNA192497","GCA_000398025.1","Contig",0.553464,39,,"ASKX01",29,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/025/GCA_000398025.1_ASM39802v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/025/GCF_000398025.1_ASM39802v1"
"Microgenomates bacterium SCGC AAA040-P11","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA040-P11","SAMN02441623","PRJNA192370","GCA_000398045.1","Contig",0.52743,35,,"ASKY01",66,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/045/GCA_000398045.1_ASM39804v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/045/GCF_000398045.1_ASM39804v1"
"Microgenomates bacterium SCGC AAA255-J07","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA255-J07","SAMN02441287","PRJNA192492","GCA_000398065.1","Contig",0.211711,39.4,,"ASKZ01",25,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/065/GCA_000398065.1_ASM39806v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/065/GCF_000398065.1_ASM39806v1"
"Aminicenantes bacterium SCGC AAA252-C08","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA252-C08","SAMN02440526","PRJNA192328","GCA_000398145.1","Contig",1.08214,39,,"ASLD01",79,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/145/GCA_000398145.1_ASM39814v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/145/GCF_000398145.1_ASM39814v1"
"Aminicenantes bacterium SCGC AAA252-N07","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA252-N07","SAMN02441289","PRJNA192339","GCA_000398165.1","Contig",0.751034,38.3,,"ASLE01",39,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/165/GCA_000398165.1_ASM39816v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/165/GCF_000398165.1_ASM39816v1"
"Aminicenantes bacterium SCGC AAA252-N06","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA252-N06","SAMN02440946","PRJNA192340","GCA_000398185.1","Contig",0.475639,38.7,,"ASLF01",43,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/185/GCA_000398185.1_ASM39818v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/185/GCF_000398185.1_ASM39818v1"
"Aminicenantes bacterium SCGC AAA252-G21","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA252-G21","SAMN02441625","PRJNA192379","GCA_000398205.1","Contig",1.4528,39,,"ASLG01",95,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/205/GCA_000398205.1_ASM39820v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/205/GCF_000398205.1_ASM39820v1"
"Aminicenantes bacterium SCGC AAA252-J15","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA252-J15","SAMN02440527","PRJNA192386","GCA_000398225.1","Contig",1.00557,38.7,,"ASLH01",71,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/225/GCA_000398225.1_ASM39822v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/225/GCF_000398225.1_ASM39822v1"
"Aminicenantes bacterium SCGC AAA252-L02","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA252-L02","SAMN02440947","PRJNA192406","GCA_000398245.1","Contig",0.752971,38.3,,"ASLI01",63,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/245/GCA_000398245.1_ASM39824v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/245/GCF_000398245.1_ASM39824v1"
"Aminicenantes bacterium SCGC AAA252-O09","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA252-O09","SAMN02441290","PRJNA192466","GCA_000398265.1","Contig",1.87556,39,,"ASLJ01",101,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/265/GCA_000398265.1_ASM39826v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/265/GCF_000398265.1_ASM39826v1"
"Aminicenantes bacterium SCGC AAA252-O10","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA252-O10","SAMN02440528","PRJNA192467","GCA_000398285.1","Contig",1.18666,39.1,,"ASLK01",99,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/285/GCA_000398285.1_ASM39828v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/285/GCF_000398285.1_ASM39828v1"
"Aminicenantes bacterium SCGC AAA252-O11","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA252-O11","SAMN02440529","PRJNA192468","GCA_000398305.1","Contig",0.964336,39.1,,"ASLL01",76,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/305/GCA_000398305.1_ASM39830v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/305/GCF_000398305.1_ASM39830v1"
"Aminicenantes bacterium SCGC AAA252-O19","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA252-O19","SAMN02440948","PRJNA192470","GCA_000398325.1","Contig",0.436443,39.4,,"ASLM01",45,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/325/GCA_000398325.1_ASM39832v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/325/GCF_000398325.1_ASM39832v1"
"Aminicenantes bacterium SCGC AAA255-E10","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA255-E10","SAMN02440530","PRJNA192483","GCA_000398345.1","Contig",0.979257,40.4,,"ASLN01",103,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/345/GCA_000398345.1_ASM39834v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/345/GCF_000398345.1_ASM39834v1"
"Aminicenantes bacterium SCGC AAA255-F06","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA255-F06","SAMN02441291","PRJNA192484","GCA_000398365.1","Contig",0.444384,38.9,,"ASLO01",43,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/365/GCA_000398365.1_ASM39836v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/365/GCF_000398365.1_ASM39836v1"
"Aminicenantes bacterium SCGC AAA255-F09","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA255-F09","SAMN02441292","PRJNA192485","GCA_000398385.1","Contig",1.00531,38.8,,"ASLP01",74,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/385/GCA_000398385.1_ASM39838v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/385/GCF_000398385.1_ASM39838v1"
"Aminicenantes bacterium SCGC AAA255-K14","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA255-K14","SAMN02440531","PRJNA192493","GCA_000398405.1","Contig",0.275018,39,,"ASLQ01",31,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/405/GCA_000398405.1_ASM39840v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/405/GCF_000398405.1_ASM39840v1"
"Aminicenantes bacterium SCGC AAA255-O15","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA255-O15","SAMN02441626","PRJNA192496","GCA_000398425.1","Contig",0.431713,38.4,,"ASLR01",34,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/425/GCA_000398425.1_ASM39842v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/425/GCF_000398425.1_ASM39842v1"
"Atribacteria bacterium JGI 0000059-I14","Bacteria;unclassified Bacteria;Bacteria candidate phyla","JGI 0000059-I14","SAMN02440949","PRJNA192319","GCA_000398445.1","Contig",0.498825,34.7,,"ASLS01",27,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/445/GCA_000398445.1_ASM39844v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/445/GCF_000398445.1_ASM39844v1"
"Atribacteria bacterium SCGC AAA255-E04","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA255-E04","SAMN02440532","PRJNA192375","GCA_000398465.1","Contig",0.152628,33.2,,"ASLT01",20,0,"2013-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/398/465/GCA_000398465.1_ASM39846v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/465/GCF_000398465.1_ASM39846v1"
"Aminicenantes bacterium SCGC AAA252-B17","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA252-B17","SAMN02441606","PRJNA192326","GCA_000404325.1","Contig",0.965122,38.5,,"ASOF01",74,0,"2013-06-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/404/325/GCA_000404325.1_ASM40432v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/404/325/GCF_000404325.1_ASM40432v1"
"Aerophobetes bacterium SCGC AAA255-F10","Bacteria;unclassified Bacteria;Bacteria candidate phyla","SCGC AAA255-F10","SAMN02440537","PRJNA192487","GCA_000404345.1","Contig",1.26362,40.5,,"ASMN01",102,0,"2013-06-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/404/345/GCA_000404345.1_ASM40434v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/404/345/GCF_000404345.1_ASM40434v1"
"Aerophobetes bacterium JGI 0000014-A15","Bacteria;unclassified Bacteria;Bacteria candidate phyla","JGI 0000014-A15","SAMN02441282","PRJNA192368","GCA_000404365.1","Contig",0.368019,37.4,,"ASMM01",32,0,"2013-06-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/404/365/GCA_000404365.1_ASM40436v1",
